farm,sheet,row,motivo,raw
RDM,PIVÔ 105,528,"sem data de inicio","105"
RDM,PIVÔ 105,529,"sem data de inicio","105"
RDM,PIVÔ 105,530,"sem data de inicio","105"
RDM,PIVÔ 105,531,"sem data de inicio","105"
RDM,PIVÔ 105,532,"sem data de inicio","105"
RDM,PIVÔ 105,533,"sem data de inicio","105"
RDM,PIVÔ 105,534,"sem data de inicio","105"
RDM,PIVÔ 105,535,"sem data de inicio","105"
RDM,PIVÔ 105,536,"sem data de inicio","105"
RDM,PIVÔ 105,537,"sem data de inicio","105"
RDM,PIVÔ 105,538,"sem data de inicio","105"
RDM,PIVÔ 105,539,"sem data de inicio","105"
RDM,PIVÔ 105,540,"sem data de inicio","105"
RDM,PIVÔ 105,541,"sem data de inicio","105"
RDM,PIVÔ 105,542,"sem data de inicio","105"
RDM,PIVÔ 105,543,"sem data de inicio","105"
RDM,PIVÔ 105,544,"sem data de inicio","105"
RDM,PIVÔ 105,545,"sem data de inicio","105"
RDM,PIVÔ 105,546,"sem data de inicio","105"
RDM,PIVÔ 105,547,"sem data de inicio","105"
RDM,PIVÔ 105,548,"sem data de inicio","105"
RDM,PIVÔ 105,549,"sem data de inicio","105"
RDM,PIVÔ 105,550,"sem data de inicio","105"
RDM,PIVÔ 105,551,"sem data de inicio","105"
RDM,PIVÔ 106,85,"data de inicio nao parseavel como serial Excel plausivel","106 data=23/07/020"
RDM,PIVÔ 106,120,"sem data de inicio","106"
RDM,PIVÔ 106,121,"sem data de inicio","106"
RDM,PIVÔ 106,122,"sem data de inicio","106"
RDM,PIVÔ 106,123,"sem data de inicio","106"
RDM,PIVÔ 106,180,"sem data de inicio","106"
RDM,PIVÔ 106,181,"sem data de inicio","107"
RDM,PIVÔ 106,209,"data de inicio nao parseavel como serial Excel plausivel","106. A data=22"
RDM,PIVÔ 106,319,"sem data de inicio","106.B"
RDM,PIVÔ 106,320,"sem data de inicio","106.B"
RDM,PIVÔ 106,321,"sem data de inicio","106.B"
RDM,PIVÔ 106,322,"sem data de inicio","106.B"
RDM,PIVÔ 106,323,"sem data de inicio","106.B"
RDM,PIVÔ 106,351,"sem data de inicio","106. A"
RDM,PIVÔ 106,352,"sem data de inicio","106. A"
RDM,PIVÔ 106,353,"sem data de inicio","106. A"
RDM,PIVÔ 106,354,"sem data de inicio","106. A"
RDM,PIVÔ 106,355,"sem data de inicio","106. A"
RDM,PIVÔ 106,356,"sem data de inicio","106. A"
RDM,PIVÔ 106,357,"sem data de inicio","106. A"
RDM,PIVÔ 106,358,"sem data de inicio","106. A"
RDM,PIVÔ 106,359,"sem data de inicio","106. A"
RDM,PIVÔ 106,360,"sem data de inicio","106. A"
RDM,PIVÔ 106,361,"sem data de inicio","106. A"
RDM,PIVÔ 106,394,"sem data de inicio","106. B"
RDM,PIVÔ 106,395,"sem data de inicio","106. B"
RDM,PIVÔ 106,396,"sem data de inicio","106. B"
RDM,PIVÔ 106,397,"sem data de inicio","106. B"
RDM,PIVÔ 106,398,"sem data de inicio","106. B"
RDM,PIVÔ 106,421,"sem data de inicio","106. B"
RDM,PIVÔ 106,422,"sem data de inicio","106. B"
RDM,PIVÔ 106,464,"sem data de inicio","106. A"
RDM,PIVÔ 106,465,"sem data de inicio","106. A"
RDM,PIVÔ 107,35,"data de inicio nao parseavel como serial Excel plausivel","107 data=30//12/2019"
RDM,PIVÔ 107,84,"sem data de inicio","107"
RDM,PIVÔ 107,85,"sem data de inicio","107"
RDM,PIVÔ 107,86,"sem data de inicio","107"
RDM,PIVÔ 107,87,"sem data de inicio","107"
RDM,PIVÔ 107,88,"sem data de inicio","107"
RDM,PIVÔ 107,89,"sem data de inicio","107"
RDM,PIVÔ 107,90,"sem data de inicio","107"
RDM,PIVÔ 107,91,"sem data de inicio","107"
RDM,PIVÔ 107,92,"sem data de inicio","107"
RDM,PIVÔ 107,93,"sem data de inicio","107"
RDM,PIVÔ 107,94,"sem data de inicio","107"
RDM,PIVÔ 107,95,"sem data de inicio","107"
RDM,PIVÔ 107,96,"sem data de inicio","107"
RDM,PIVÔ 107,97,"sem data de inicio","107"
RDM,PIVÔ 107,98,"sem data de inicio","107"
RDM,PIVÔ 107,99,"sem data de inicio","107"
RDM,PIVÔ 107,100,"sem data de inicio","107"
RDM,PIVÔ 107,109,"data de inicio nao parseavel como serial Excel plausivel","107 data=26/09/220"
RDM,PIVÔ 107,132,"sem data de inicio","107"
RDM,PIVÔ 107,133,"sem data de inicio","107"
RDM,PIVÔ 107,134,"sem data de inicio","107"
RDM,PIVÔ 107,135,"sem data de inicio","107"
RDM,PIVÔ 107,136,"sem data de inicio","107"
RDM,PIVÔ 107,137,"sem data de inicio","107"
RDM,PIVÔ 107,138,"sem data de inicio","107"
RDM,PIVÔ 107,139,"sem data de inicio","107"
RDM,PIVÔ 107,140,"sem data de inicio","107"
RDM,PIVÔ 107,141,"sem data de inicio","107"
RDM,PIVÔ 107,142,"sem data de inicio","107"
RDM,PIVÔ 107,143,"sem data de inicio","107"
RDM,PIVÔ 107,144,"sem data de inicio","107"
RDM,PIVÔ 107,145,"sem data de inicio","107"
RDM,PIVÔ 107,146,"sem data de inicio","107"
RDM,PIVÔ 107,147,"sem data de inicio","107"
RDM,PIVÔ 107,148,"sem data de inicio","107"
RDM,PIVÔ 107,208,"sem data de inicio","107"
RDM,PIVÔ 107,239,"sem data de inicio","107"
RDM,PIVÔ 107,240,"sem data de inicio","107"
RDM,PIVÔ 107,265,"sem data de inicio","107"
RDM,PIVÔ 107,266,"sem data de inicio","107"
RDM,PIVÔ 107,267,"sem data de inicio","107"
RDM,PIVÔ 107,268,"sem data de inicio","107"
RDM,PIVÔ 107,269,"sem data de inicio","107"
RDM,PIVÔ 107,301,"sem data de inicio","107"
RDM,PIVÔ 107,302,"sem data de inicio","107"
RDM,PIVÔ 107,344,"sem data de inicio","107"
RDM,PIVÔ 107,345,"sem data de inicio","107"
RDM,PIVÔ 107,346,"sem data de inicio","107"
RDM,PIVÔ 107,347,"sem data de inicio","107"
RDM,PIVÔ 107,395,"data de inicio nao parseavel como serial Excel plausivel","107 data=24/05/2023"
RDM,PIVÔ 107,396,"data de inicio nao parseavel como serial Excel plausivel","107 data=29/05/2023"
RDM,PIVÔ 107,397,"data de inicio nao parseavel como serial Excel plausivel","107 data=30/05/2023"
RDM,PIVÔ 107,522,"sem data de inicio","107"
RDM,PIVÔ 107,545,"sem data de inicio","107"
RDM,PIVÔ 107,546,"sem data de inicio","107"
RDM,PIVÔ 107,547,"sem data de inicio","107"
RDM,PIVÔ 107,548,"sem data de inicio","107"
RDM,PIVÔ 107,549,"sem data de inicio","107"
RDM,PIVÔ 107,550,"sem data de inicio","107"
RDM,PIVÔ 107,551,"sem data de inicio","107"
RDM,PIVÔ 107,552,"sem data de inicio","107"
RDM,PIVÔ 107,553,"sem data de inicio","107"
RDM,PIVÔ 107,554,"sem data de inicio","107"
RDM,PIVÔ 107,555,"sem data de inicio","107"
RDM,PIVÔ 107,556,"sem data de inicio","107"
RDM,PIVÔ 107,557,"sem data de inicio","107"
RDM,PIVÔ 107,558,"sem data de inicio","107"
RDM,PIVÔ 107,559,"sem data de inicio","107"
RDM,PIVÔ 107,560,"sem data de inicio","107"
RDM,PIVÔ 107,561,"sem data de inicio","107"
RDM,PIVÔ 107,562,"sem data de inicio","107"
RDM,PIVÔ 107,563,"sem data de inicio","107"
RDM,PIVÔ 107,564,"sem data de inicio","107"
RDM,PIVÔ 107,565,"sem data de inicio","107"
RDM,PIVÔ 107,566,"sem data de inicio","107"
RDM,PIVÔ 107,567,"sem data de inicio","107"
RDM,PIVÔ 107,568,"sem data de inicio","107"
RDM,PIVÔ 107,569,"sem data de inicio","107"
RDM,PIVÔ 107,570,"sem data de inicio","107"
RDM,PIVÔ 107,571,"sem data de inicio","107"
RDM,PIVÔ 107,572,"sem data de inicio","107"
RDM,PIVÔ 107,573,"sem data de inicio","107"
RDM,PIVÔ 107,574,"sem data de inicio","107"
RDM,PIVÔ 107,575,"sem data de inicio","107"
RDM,PIVÔ 108,9,"sem horimetro inicial/final valido","108 data=43758 h1=22870 h2="
RDM,PIVÔ 108,253,"sem data de inicio","108.A+B"
RDM,PIVÔ 109,26,"sem horimetro inicial/final valido","109 data=43790 h1=382.5 h2="
RDM,PIVÔ 109,27,"sem horimetro inicial/final valido","109 data=43792 h1= h2="
RDM,PIVÔ 109,119,"sem data de inicio","109"
RDM,PIVÔ 110,110,"sem data de inicio","110"
RDM,PIVÔ 112,192,"sem data de inicio","112. A+B"
RDM,PIVÔ 112,213,"sem horimetro inicial/final valido","112. A+B data=45357 h1=189.3 h2=...."
RDM,PIVÔ 112,217,"sem horimetro inicial/final valido","112. A+B data=45366 h1=243.8 h2=...."
RDM,PIVÔ 113,261,"sem horimetro inicial/final valido","113. A data=45222 h1= h2="
RDM,PIVÔ 113,264,"sem horimetro inicial/final valido","113. A data=45225 h1= h2="
RDM,PIVÔ 114,246,"sem data de inicio","114. A+B"
RDM,PIVÔ 114,247,"sem data de inicio","114. A+B"
RDM,PIVÔ 114,248,"sem data de inicio","114. A+B"
RDM,PIVÔ 114,249,"sem data de inicio","114. A+B"
RDM,PIVÔ 114,250,"sem data de inicio","114. A+B"
RDM,PIVÔ 114,251,"sem data de inicio","114. A+B"
RDM,PIVÔ 114,252,"sem data de inicio","114. A+B"
RDM,PIVÔ 114,253,"sem data de inicio","114. A+B"
RDM,PIVÔ 114,254,"sem data de inicio","114. A+B"
RDM,PIVÔ 114,255,"sem data de inicio","114. A+B"
RDM,PIVÔ 114,256,"sem data de inicio","114. A+B"
RDM,PIVÔ 114,257,"sem data de inicio","114. A+B"
RDM,PIVÔ 114,258,"sem data de inicio","114. A+B"
RDM,PIVÔ 114,259,"sem data de inicio","114. A+B"
RDM,PIVÔ 115,147,"data de inicio nao parseavel como serial Excel plausivel","115.A data=30/05/2023"
RDM,PIVÔ 116,43,"numero de pivo fora da faixa plausivel (1-250)","2023"
RDM,PIVÔ 117,161,"sem horimetro inicial/final valido","117.B data=45224 h1= h2="
RDM,PIVÔ 117,162,"sem horimetro inicial/final valido","117.A data=45225 h1= h2="
RDM,PIVÔ 117,220,"sem data de inicio","117.A+B"
RDM,PIVÔ 117,221,"sem data de inicio","117.A+B"
RDM,PIVÔ 118,44,"numero de pivo fora da faixa plausivel (1-250)","2023"
RDM,PIVÔ 118,88,"sem data de inicio","118. A+B+C+D"
RDM,PIVÔ 118,89,"sem data de inicio","118. A+B+C+D"
RDM,PIVÔ 118,90,"sem data de inicio","118. A+B+C+D"
RDM,PIVÔ 118,91,"sem data de inicio","118. A+B+C+D"
RDM,PIVÔ 118,92,"sem data de inicio","118. A+B+C+D"
RDM,PIVÔ 118,93,"sem data de inicio","118. A+B+C+D"
RDM,PIVÔ 118,94,"sem data de inicio","118. A+B+C+D"
RDM,PIVÔ 118,95,"sem data de inicio","118. A+B+C+D"
RDM,PIVÔ 118,96,"sem data de inicio","118. A+B+C+D"
RDM,PIVÔ 118,97,"sem data de inicio","118. A+B+C+D"
RDM,PIVÔ 118,98,"sem data de inicio","118. A+B+C+D"
RDM,PIVÔ 118,99,"sem data de inicio","118. A+B+C+D"
RDM,PIVÔ 118,100,"sem data de inicio","118. A+B+C+D"
RDM,PIVÔ 118,101,"sem data de inicio","118. A+B+C+D"
RDM,PIVÔ 118,102,"sem data de inicio","118. A+B+C+D"
RDM,PIVÔ 118,103,"sem data de inicio","118. A+B+C+D"
RDM,PIVÔ 118,129,"sem data de inicio","118. A+B+C+D"
RDM,PIVÔ 118,177,"sem data de inicio","118. A"
RDM,PIVÔ 118,178,"sem data de inicio","118. A"
RDM,PIVÔ 118,179,"sem data de inicio","118. A"
RDM,PIVÔ 118,180,"sem data de inicio","118. A"
RDM,PIVÔ 118,181,"sem data de inicio","118. A"
RDM,PIVÔ 118,182,"sem data de inicio","118. A"
RDM,PIVÔ 118,183,"sem data de inicio","118. A"
RDM,PIVÔ 118,184,"sem data de inicio","118. A"
RDM,PIVÔ 118,185,"sem data de inicio","118. A"
RDM,PIVÔ 118,186,"sem data de inicio","118. A"
RDM,PIVÔ 118,187,"sem data de inicio","118. A"
RDM,PIVÔ 118,188,"sem data de inicio","118. A"
RDM,PIVÔ 118,189,"sem data de inicio","118. A"
RDM,PIVÔ 118,190,"sem data de inicio","118. A"
RDM,PIVÔ 118,191,"sem data de inicio","118. A"
RDM,PIVÔ 118,192,"sem data de inicio","118. A"
RDM,PIVÔ 118,193,"sem data de inicio","118. A"
RDM,PIVÔ 118,194,"sem data de inicio","118. A"
RDM,PIVÔ 118,195,"sem data de inicio","118. A"
RDM,PIVÔ 118,196,"sem data de inicio","118. A"
RDM,PIVÔ 118,197,"sem data de inicio","118. A"
RDM,PIVÔ 118,198,"sem data de inicio","118. A"
RDM,PIVÔ 118,199,"sem data de inicio","118. A"
RDM,PIVÔ 118,200,"sem data de inicio","118. A"
RDM,PIVÔ 118,201,"sem data de inicio","118. A"
RDM,PIVÔ 118,202,"sem data de inicio","118. A"
RDM,PIVÔ 118,203,"sem data de inicio","118. A"
RDM,PIVÔ 118,204,"sem data de inicio","118. A"
RDM,PIVÔ 118,205,"sem data de inicio","118. A"
RDM,PIVÔ 123,56,"sem data de inicio","123.A+B+C+D"
RDM,PIVÔ 123,57,"sem data de inicio","123.A+B+C+D"
RDM,PIVÔ 123,58,"sem data de inicio","123.A+B+C+D"
RDM,PIVÔ 123,123,"sem data de inicio","123.A+B+C+D"
RDM,PIVÔ 123,193,"sem data de inicio","123.A+B+C+D"
RDM,PIVÔ 124,113,"sem data de inicio","124"
RDM,PIVÔ 124,124,"data de inicio nao parseavel como serial Excel plausivel","124.A data=30/05/2023"
RDM,PIVÔ 124,125,"data de inicio nao parseavel como serial Excel plausivel","124.A data=31/05/2023"
RDM,PIVÔ 124,203,"sem data de inicio","124"
RDM,PIVÔ 124,204,"sem data de inicio","124"
RDM,PIVÔ 124,205,"sem data de inicio","124"
RDM,PIVÔ 124,269,"sem data de inicio","124.A+B+C+D"
RDM,PIVÔ 125,9,"sem data de inicio","125"
RDM,PIVÔ 125,22,"sem data de inicio","126"
RDM,PIVÔ 125,23,"sem data de inicio","127"
RDM,PIVÔ 125,24,"sem data de inicio","128"
RDM,PIVÔ 125,25,"sem data de inicio","129"
RDM,PIVÔ 125,47,"sem data de inicio","125"
RDM,PIVÔ 125,137,"sem data de inicio","126"
RDM,PIVÔ 125,138,"sem data de inicio","127"
RDM,PIVÔ 125,139,"sem data de inicio","128"
RDM,PIVÔ 125,140,"sem data de inicio","129"
RDM,PIVÔ 125,141,"sem data de inicio","130"
RDM,PIVÔ 125,142,"sem data de inicio","131"
RDM,PIVÔ 125,143,"sem data de inicio","132"
RDM,PIVÔ 126,176,"sem data de inicio","126. B"
RDM,PIVÔ 126,177,"sem data de inicio","126. B"
RDM,PIVÔ 126,178,"sem data de inicio","126. B"
RDM,PIVÔ 126,200,"sem horimetro inicial/final valido","126.A data=45539 h1=784.1 h2="
RDM,PIVÔ 126,201,"sem data de inicio","126.A"
RDM,PIVÔ 126,226,"sem data de inicio","126.A"
RDM,PIVÔ 126,227,"sem data de inicio","126.A"
RDM,PIVÔ 126,228,"sem data de inicio","126.A"
RDM,PIVÔ 126,229,"sem data de inicio","126.A"
RDM,PIVÔ 126,230,"sem data de inicio","126.A"
RDM,PIVÔ 126,231,"sem data de inicio","126.A"
RDM,PIVÔ 126,232,"sem data de inicio","126.A"
RDM,PIVÔ 126,233,"sem data de inicio","126.A"
RDM,PIVÔ 126,234,"sem data de inicio","126.A"
RDM,PIVÔ 128,148,"sem data de inicio","128.A+B+C+D"
RDM,PIVÔ 129,12,"sem data de inicio","129"
RDM,PIVÔ 129,13,"sem data de inicio","129"
RDM,PIVÔ 129,14,"sem data de inicio","129"
RDM,PIVÔ 129,15,"sem data de inicio","129"
RDM,PIVÔ 129,16,"sem data de inicio","129"
RDM,PIVÔ 129,43,"sem data de inicio","129"
RDM,PIVÔ 129,54,"sem data de inicio","129"
RDM,PIVÔ 129,55,"sem data de inicio","129"
RDM,PIVÔ 129,75,"data de inicio nao parseavel como serial Excel plausivel","129 data=24/05/2023"
RDM,PIVÔ 129,76,"data de inicio nao parseavel como serial Excel plausivel","129 data=25/05/2023"
RDM,PIVÔ 129,77,"data de inicio nao parseavel como serial Excel plausivel","129 data=26/05/2023"
RDM,PIVÔ 129,78,"data de inicio nao parseavel como serial Excel plausivel","129 data=27/05/02023"
RDM,PIVÔ 129,79,"data de inicio nao parseavel como serial Excel plausivel","129 data=28/05/2023"
RDM,PIVÔ 129,80,"data de inicio nao parseavel como serial Excel plausivel","129 data=29/05/2023"
RDM,PIVÔ 129,81,"data de inicio nao parseavel como serial Excel plausivel","129 data=30/05/2023"
RDM,PIVÔ 129,136,"sem data de inicio","129"
RDM,PIVÔ 129,141,"sem data de inicio","3"
RDM,PIVÔ 129,182,"sem horimetro inicial/final valido","129 data=45366 h1=1479.4 h2=...."
RDM,PIVÔ 129,185,"sem data de inicio","3"
RDM,PIVÔ 130,153,"sem data de inicio","130. A+B+C+D"
RDM,PIVÔ 130,154,"sem data de inicio","130. A+B+C+D"
RDM,PIVÔ 130,162,"data de inicio nao parseavel como serial Excel plausivel","130. A data=30/05/2023"
RDM,PIVÔ 130,165,"sem data de inicio","130. A"
RDM,PIVÔ 130,166,"sem data de inicio","130. A"
RDM,PIVÔ 130,167,"sem data de inicio","130. A"
RDM,PIVÔ 130,168,"sem data de inicio","130. A"
RDM,PIVÔ 130,169,"sem data de inicio","130. A"
RDM,PIVÔ 130,170,"sem data de inicio","130. A"
RDM,PIVÔ 130,171,"sem data de inicio","130. A"
RDM,PIVÔ 130,172,"sem data de inicio","130. A"
RDM,PIVÔ 130,173,"sem data de inicio","130. A"
RDM,PIVÔ 130,174,"sem data de inicio","130. A"
RDM,PIVÔ 130,175,"sem data de inicio","130. A"
RDM,PIVÔ 130,176,"sem data de inicio","130. A"
RDM,PIVÔ 130,177,"sem data de inicio","130. A"
RDM,PIVÔ 130,178,"sem data de inicio","130. A"
RDM,PIVÔ 130,179,"sem data de inicio","130. A"
RDM,PIVÔ 130,180,"sem data de inicio","130. A"
RDM,PIVÔ 130,227,"sem data de inicio","130"
RDM,PIVÔ 130,228,"sem data de inicio","130"
RDM,PIVÔ 130,229,"sem data de inicio","130"
RDM,PIVÔ 130,230,"sem data de inicio","130"
RDM,PIVÔ 130,301,"sem data de inicio","130"
RDM,PIVÔ 130,302,"sem data de inicio","130"
RDM,PIVÔ 130,303,"sem data de inicio","130"
RDM,PIVÔ 130,304,"sem data de inicio","130"
RDM,PIVÔ 130,305,"sem data de inicio","130"
RDM,PIVÔ 130,306,"sem data de inicio","130"
RDM,PIVÔ 130,307,"sem data de inicio","130"
RDM,PIVÔ 130,308,"sem data de inicio","130"
RDM,PIVÔ 130,309,"sem data de inicio","130"
RDM,PIVÔ 130,310,"sem data de inicio","130"
RDM,PIVÔ 130,311,"sem data de inicio","130"
RDM,PIVÔ 130,312,"sem data de inicio","130"
RDM,PIVÔ 130,313,"sem data de inicio","130"
RDM,PIVÔ 130,314,"sem data de inicio","130"
RDM,PIVÔ 130,315,"sem data de inicio","130"
RDM,PIVÔ 130,316,"sem data de inicio","130"
RDM,PIVÔ 130,317,"sem data de inicio","130"
RDM,PIVÔ 130,318,"sem data de inicio","130"
RDM,PIVÔ 130,319,"sem data de inicio","130"
RDM,PIVÔ 130,320,"sem data de inicio","130"
RDM,PIVÔ 130,321,"sem data de inicio","130"
RDM,PIVÔ 130,322,"sem data de inicio","130"
RDM,PIVÔ 130,323,"sem data de inicio","130"
RDM,PIVÔ 130,324,"sem data de inicio","130"
RDM,PIVÔ 131,13,"data de inicio nao parseavel como serial Excel plausivel","131.A data=25/05/2023"
RDM,PIVÔ 131,14,"data de inicio nao parseavel como serial Excel plausivel","131.A data=26/05/2023"
RDM,PIVÔ 131,15,"data de inicio nao parseavel como serial Excel plausivel","131.A data=27/05/2023"
RDM,PIVÔ 131,16,"data de inicio nao parseavel como serial Excel plausivel","131.A data=28/05/2023"
RDM,PIVÔ 131,17,"data de inicio nao parseavel como serial Excel plausivel","131.A data=29/05/2023"
RDM,PIVÔ 131,18,"data de inicio nao parseavel como serial Excel plausivel","131.A data=30/05/2023"
RDM,PIVÔ 131,71,"sem data de inicio","131.A"
RDM,PIVÔ 131,128,"sem data de inicio","131.A"
RDM,PIVÔ 131,129,"sem data de inicio","131.A"
RDM,PIVÔ 131,142,"sem horimetro inicial/final valido","131.A data=45368 h1=1395.5 h2=..."
RDM,PIVÔ 131,144,"sem horimetro inicial/final valido","131.A data=45370 h1= h2="
RDM,PIVÔ 131,146,"sem horimetro inicial/final valido","131.A data=45377 h1=1417.3 h2=...."
RDM,PIVÔ 131,173,"sem data de inicio","131.A"
RDM,PIVÔ 131,174,"sem data de inicio","131.A"
RDM,PIVÔ 131,175,"sem data de inicio","131.A"
RDM,PIVÔ 131,176,"sem data de inicio","131.A"
RDM,PIVÔ 131,177,"sem data de inicio","131.A"
RDM,PIVÔ 131,178,"sem data de inicio","131.A"
RDM,PIVÔ 131,179,"sem data de inicio","131.A"
RDM,PIVÔ 131,180,"sem data de inicio","131.A"
RDM,PIVÔ 131,181,"sem data de inicio","131.A"
RDM,PIVÔ 132,54,"sem data de inicio","132.A"
RDM,PIVÔ 132,55,"sem data de inicio","132.A"
RDM,PIVÔ 132,56,"sem data de inicio","132.A"
RDM,PIVÔ 132,57,"sem data de inicio","132.A"
RDM,PIVÔ 132,96,"sem data de inicio","132.A"
RDM,PIVÔ 132,97,"sem data de inicio","132.A"
RDM,PIVÔ 132,98,"sem data de inicio","132.A"
RDM,PIVÔ 132,99,"sem data de inicio","132.A"
RDM,PIVÔ 132,100,"sem data de inicio","132.A"
RDM,PIVÔ 132,101,"sem data de inicio","132.A"
RDM,PIVÔ 132,102,"sem data de inicio","132.A"
RDM,PIVÔ 132,103,"sem data de inicio","132.A"
RDM,PIVÔ 132,104,"sem data de inicio","132.A"
RDM,PIVÔ 132,105,"sem data de inicio","132.A"
RDM,PIVÔ 132,106,"sem data de inicio","132.A"
RDM,PIVÔ 132,107,"sem data de inicio","132.A"
RDM,PIVÔ 132,108,"sem data de inicio","132.A"
RDM,PIVÔ 132,109,"sem data de inicio","132.A"
RDM,PIVÔ 133,116,"sem horimetro inicial/final valido","133 data=45250 h1=177.2 h2="
RDM,PIVÔ 133,117,"sem horimetro inicial/final valido","133 data=45252 h1= h2="
RDM,PIVÔ 133,118,"sem horimetro inicial/final valido","133 data=45254 h1= h2="
RDM,PIVÔ 133,131,"sem horimetro inicial/final valido","133 data=45280 h1=360.5 h2="
RDM,PIVÔ 133,148,"sem horimetro inicial/final valido","133 data=45365 h1=598 h2=...."
RDM,PIVÔ 133,220,"sem data de inicio","133"
RDM,PIVÔ 133,233,"sem data de inicio","133"
RDM,PIVÔ 133,234,"sem data de inicio","133"
RDM,PIVÔ 133,235,"sem data de inicio","133"
RDM,PIVÔ 133,236,"sem data de inicio","133"
RDM,PIVÔ 133,237,"sem data de inicio","133"
RDM,PIVÔ 133,238,"sem data de inicio","133"
RDM,PIVÔ 133,239,"sem data de inicio","133"
RDM,PIVÔ 133,240,"sem data de inicio","133"
RDM,PIVÔ 133,241,"sem data de inicio","133"
RDM,PIVÔ 133,242,"sem data de inicio","133"
RDM,PIVÔ 133,243,"sem data de inicio","133"
RDM,PIVÔ 133,244,"sem data de inicio","133"
RDM,PIVÔ 133,245,"sem data de inicio","133"
RDM,PIVÔ 133,246,"sem data de inicio","133"
RDM,PIVÔ 133,247,"sem data de inicio","133"
RDM,PIVÔ 133,248,"sem data de inicio","133"
RDM,PIVÔ 133,249,"sem data de inicio","133"
RDM,PIVÔ 133,250,"sem data de inicio","133"
RDM,PIVÔ 133,251,"sem data de inicio","133"
RDM,PIVÔ 133,252,"sem data de inicio","133"
RDM,PIVÔ 133,253,"sem data de inicio","133"
RDM,PIVÔ 133,254,"sem data de inicio","133"
RDM,PIVÔ 133,255,"sem data de inicio","133"
RDM,PIVÔ 133,256,"sem data de inicio","133"
RDM,PIVÔ 133,257,"sem data de inicio","133"
RDM,PIVÔ 133,258,"sem data de inicio","133"
